name,lat,lon
Eastern Dedicated Freight Corridor,26025360,80676891
Eastern Dedicated Freight Corridor,26025651,80676612
Eastern Dedicated Freight Corridor,26026134,80676153
Eastern Dedicated Freight Corridor,26026640,80675660
Eastern Dedicated Freight Corridor,26027215,80675079
Eastern Dedicated Freight Corridor,26031025,80670926
Eastern Dedicated Freight Corridor,26038165,80663211
Eastern Dedicated Freight Corridor,26042298,80658719
Eastern Dedicated Freight Corridor,26048379,80652160
Eastern Dedicated Freight Corridor,26054008,80646050
Eastern Dedicated Freight Corridor,26059551,80640047
Eastern Dedicated Freight Corridor,26061392,80638036
Eastern Dedicated Freight Corridor,26063977,80635182
Eastern Dedicated Freight Corridor,26066475,80632450
Eastern Dedicated Freight Corridor,26072303,80626180
Eastern Dedicated Freight Corridor,26073412,80624990
Eastern Dedicated Freight Corridor,26074655,80623629
Eastern Dedicated Freight Corridor,26094071,80602576
Eastern Dedicated Freight Corridor,26187523,80519531
Eastern Dedicated Freight Corridor,26187964,80518931
Mahatma Gandhi Park,26455475,80363687
Mahatma Gandhi Park,26454631,80362692
Mahatma Gandhi Park,26453518,80363024
Mahatma Gandhi Park,26454962,80364585
Mahatma Gandhi Park,26455591,80363837
Harrison Ground,26454161,80367836
Harrison Ground,26454417,80368240
Harrison Ground,26454196,80368845
Harrison Ground,26453584,80369294
Harrison Ground,26452979,80369001
Harrison Ground,26453538,80367245
Harrison Ground,26454161,80367836
The Cannpore Club,26452262,80370198
The Cannpore Club,26452075,80370477
The Cannpore Club,26452646,80370990
The Cannpore Club,26452856,80370688
The Cannpore Club,26452262,80370198
Presbyterian Church,26451834,80371409
Presbyterian Church,26451881,80371730
Presbyterian Church,26451834,80371409
St. Patricks Church,26456484,80370552
St. Patricks Church,26456326,80370299
St. Patricks Church,26456163,80370561
St. Patricks Church,26456496,80370688
Methodist Church,26462908,80364967
Methodist Church,26462653,80365168
Methodist Church,26462908,80364967
Phool Bagh Park,26467506,80359918
Phool Bagh Park,26466730,80359753
Phool Bagh Park,26466346,80359928
Phool Bagh Park,26466120,80360212
Phool Bagh Park,26466037,80360970
Phool Bagh Park,26466448,80361631
Phool Bagh Park,26467136,80361698
Phool Bagh Park,26467487,80361507
Phool Bagh Park,26467922,80361197
Phool Bagh Park,26468208,80360620
Phool Bagh Park,26468416,80360253
Phool Bagh Park,26467857,80359975
Phool Bagh Park,26467506,80359918
Christ Church,26471593,80353277
Christ Church,26471307,80353674
Christ Church,26471615,80353281
Z Square Mall,26472722,80353087
Z Square Mall,26473441,80353380
Z Square Mall,26473714,80353339
Z Square Mall,26473844,80353027
Z Square Mall,26473857,80352710
Z Square Mall,26474043,80352384
Z Square Mall,26473528,80352035
Z Square Mall,26473178,80352035
Z Square Mall,26472881,80352550
Z Square Mall,26472722,80353087
Christ Church Inter College,26472097,80352451
Christ Church Inter College,26471833,80352363
Christ Church Inter College,26472040,80352733
"Christ Church College, Kanpur",26471253,80352556
chitragupta dharamshala,26450753,80310596
Lucknow - Kanpur Expressway,26583699,80759494
Lucknow - Kanpur Expressway,26581699,80759318
Lucknow - Kanpur Expressway,26580085,80759176
Lucknow - Kanpur Expressway,26574234,80758624
Lucknow - Kanpur Expressway,26563027,80757536
Lucknow - Kanpur Expressway,26560505,80757257
Lucknow - Kanpur Expressway,26559619,80757132
Lucknow - Kanpur Expressway,26557096,80756747
Lucknow - Kanpur Expressway,26556107,80756574
Lucknow - Kanpur Expressway,26555254,80756305
Lucknow - Kanpur Expressway,26554402,80755843
Lucknow - Kanpur Expressway,26553593,80755034
Lucknow - Kanpur Expressway,26552870,80754120
Lucknow - Kanpur Expressway,26552379,80753244
Lucknow - Kanpur Expressway,26551837,80752128
Lucknow - Kanpur Expressway,26548049,80743053
Lucknow - Kanpur Expressway,26546569,80739560
Lucknow - Kanpur Expressway,26546198,80738915
Lucknow - Kanpur Expressway,26545613,80738059
Lucknow - Kanpur Expressway,26545105,80737443
Lucknow - Kanpur Expressway,26544115,80736654
Lucknow - Kanpur Expressway,26541842,80735210
Lucknow - Kanpur Expressway,26536418,80731756
Lucknow - Kanpur Expressway,26532355,80729129
Lucknow - Kanpur Expressway,26531976,80728772
Lucknow - Kanpur Expressway,26531270,80727877
Lucknow - Kanpur Expressway,26530504,80726424
Lucknow - Kanpur Expressway,26530064,80724952
Lucknow - Kanpur Expressway,26526465,80713231
Lucknow - Kanpur Expressway,26525949,80711758
Lucknow - Kanpur Expressway,26525630,80710912
Lucknow - Kanpur Expressway,26525277,80710046
Lucknow - Kanpur Expressway,26524709,80708737
Lucknow - Kanpur Expressway,26524106,80707433
Lucknow - Kanpur Expressway,26522470,80703896
Lucknow - Kanpur Expressway,26521626,80702135
Lucknow - Kanpur Expressway,26521308,80701183
Lucknow - Kanpur Expressway,26521718,80702009
Lucknow - Kanpur Expressway,26521256,80701336
Lucknow - Kanpur Expressway,26520042,80698834
Lucknow - Kanpur Expressway,26519039,80696825
Lucknow - Kanpur Expressway,26515315,80689365
Lucknow - Kanpur Expressway,26514707,80688143
Lucknow - Kanpur Expressway,26508021,80674694
Lucknow - Kanpur Expressway,26506308,80671742
Lucknow - Kanpur Expressway,26505003,80669507
Lucknow - Kanpur Expressway,26503697,80667342
Lucknow - Kanpur Expressway,26502381,80665334
Lucknow - Kanpur Expressway,26501107,80663752
Lucknow - Kanpur Expressway,26497696,80659498
Lucknow - Kanpur Expressway,26496932,80658265
Lucknow - Kanpur Expressway,26496351,80656873
Lucknow - Kanpur Expressway,26495488,80654185
Lucknow - Kanpur Expressway,26494610,80650500
Lucknow - Kanpur Expressway,26493478,80645344
Lucknow - Kanpur Expressway,26492275,80640299
Lucknow - Kanpur Expressway,26491780,80638512
Lucknow - Kanpur Expressway,26491129,80636203
Lucknow - Kanpur Expressway,26490322,80634400
Lucknow - Kanpur Expressway,26489331,80632076
Lucknow - Kanpur Expressway,26488128,80628849
Lucknow - Kanpur Expressway,26485254,80622223
Lucknow - Kanpur Expressway,26482982,80616936
Lucknow - Kanpur Expressway,26481722,80614169
Lucknow - Kanpur Expressway,26480745,80611401
Lucknow - Kanpur Expressway,26480321,80609962
Lucknow - Kanpur Expressway,26479995,80608032
Lucknow - Kanpur Expressway,26479995,80607020
Lucknow - Kanpur Expressway,26479981,80605581
Lucknow - Kanpur Expressway,26480094,80603114
Lucknow - Kanpur Expressway,26480533,80596377
Lucknow - Kanpur Expressway,26480915,80588976
Lucknow - Kanpur Expressway,26480845,80587631
Lucknow - Kanpur Expressway,26480561,80586050
Lucknow - Kanpur Expressway,26480264,80584785
Lucknow - Kanpur Expressway,26479712,80583567
Lucknow - Kanpur Expressway,26478863,80582128
Lucknow - Kanpur Expressway,26477291,80579756
Lucknow - Kanpur Expressway,26475338,80577004
Lucknow - Kanpur Expressway,26472365,80572750
Lucknow - Kanpur Expressway,26469420,80568733
Lucknow - Kanpur Expressway,26468585,80567499
Lucknow - Kanpur Expressway,26467877,80566076
Lucknow - Kanpur Expressway,26467368,80564463
Lucknow - Kanpur Expressway,26467155,80563087
Lucknow - Kanpur Expressway,26466957,80560161
Lucknow - Kanpur Expressway,26466858,80557378
Lucknow - Kanpur Expressway,26466688,80555512
Lucknow - Kanpur Expressway,26466320,80554088
Lucknow - Kanpur Expressway,26465598,80552380
Lucknow - Kanpur Expressway,26464296,80549091
Lucknow - Kanpur Expressway,26463970,80547873
Lucknow - Kanpur Expressway,26463814,80546766
Lucknow - Kanpur Expressway,26463658,80544631
Lucknow - Kanpur Expressway,26463630,80543682
Lucknow - Kanpur Expressway,26463687,80539191
Lucknow - Kanpur Expressway,26463758,80531173
Lucknow - Kanpur Expressway,26463899,80524214
Lucknow - Kanpur Expressway,26463899,80522570
Lucknow - Kanpur Expressway,26464211,80520261
Lucknow - Kanpur Expressway,26464904,80518268
Lucknow - Kanpur Expressway,26465556,80516592
Lucknow - Kanpur Expressway,26467453,80513555
Lucknow - Kanpur Expressway,26468458,80511531
Lucknow - Kanpur Expressway,26469463,80509016
Lucknow - Kanpur Expressway,26470355,80506439
Lucknow - Kanpur Expressway,26470893,80504319
Lucknow - Kanpur Expressway,26471431,80500397
Lucknow - Kanpur Expressway,26471629,80498167
Lucknow - Kanpur Expressway,26471601,80494815
Lucknow - Kanpur Expressway,26471501,80493043
Lucknow - Kanpur Expressway,26471176,80490861
Lucknow - Kanpur Expressway,26470638,80488394
Lucknow - Kanpur Expressway,26469987,80485737
Lucknow - Kanpur Expressway,26467792,80477830
Lucknow - Kanpur Expressway,26464947,80467012
Lucknow - Kanpur Expressway,26464225,80464356
Lucknow - Kanpur Expressway,26463899,80462331
Lucknow - Kanpur Expressway,26463899,80460655
Lucknow - Kanpur Expressway,26464097,80458868
Lucknow - Kanpur Expressway,26464536,80457112
Lucknow - Kanpur Expressway,26465456,80454819
Lucknow - Kanpur Expressway,26468321,80447852
Lucknow - Kanpur Expressway,26468726,80446867
Lucknow - Kanpur Expressway,26469517,80445419
Lucknow - Kanpur Expressway,26469509,80444973
Lucknow - Kanpur Expressway,26469340,80444561
Lucknow - Kanpur Expressway,26469071,80444372
Lucknow - Kanpur Expressway,26468311,80444278
Lucknow - Kanpur Expressway,26467834,80444535
Lucknow - Kanpur Expressway,26467496,80444913
Lucknow - Kanpur Expressway,26467220,80445462
Lucknow - Kanpur Expressway,26521626,80702135
Lucknow - Kanpur Expressway,26521256,80701336
Lucknow - Kanpur Expressway,26521718,80702009
Lucknow - Kanpur Expressway,26522289,80703161
Lucknow - Kanpur Expressway,26524171,80707277
Lucknow - Kanpur Expressway,26525353,80709864
Lucknow - Kanpur Expressway,26525926,80711306
Lucknow - Kanpur Expressway,26526582,80713251
Lucknow - Kanpur Expressway,26530473,80725863
Lucknow - Kanpur Expressway,26530903,80726939
Lucknow - Kanpur Expressway,26531456,80727946
Lucknow - Kanpur Expressway,26532357,80728999
Lucknow - Kanpur Expressway,26544172,80736529
Lucknow - Kanpur Expressway,26545359,80737513
Lucknow - Kanpur Expressway,26546567,80739275
Lucknow - Kanpur Expressway,26547489,80741450
Lucknow - Kanpur Expressway,26552198,80752688
Lucknow - Kanpur Expressway,26552751,80753695
Lucknow - Kanpur Expressway,26553672,80754931
Lucknow - Kanpur Expressway,26554511,80755732
Lucknow - Kanpur Expressway,26555269,80756167
Lucknow - Kanpur Expressway,26556395,80756510
Lucknow - Kanpur Expressway,26560612,80757151
Lucknow - Kanpur Expressway,26569722,80758067
Lucknow - Kanpur Expressway,26581728,80759190
Lucknow - Kanpur Expressway,26583741,80759378
Lucknow - Kanpur Expressway,26466835,80445239
Lucknow - Kanpur Expressway,26467634,80444149
Lucknow - Kanpur Expressway,26468340,80443868
Lucknow - Kanpur Expressway,26468918,80443908
Lucknow - Kanpur Expressway,26469294,80444011
Lucknow - Kanpur Expressway,26469686,80444372
Lucknow - Kanpur Expressway,26469896,80444850
Lucknow - Kanpur Expressway,26469921,80445158
Lucknow - Kanpur Expressway,26469891,80445542
Lucknow - Kanpur Expressway,26468216,80449001
Lucknow - Kanpur Expressway,26466011,80454114
Lucknow - Kanpur Expressway,26465466,80455446
Lucknow - Kanpur Expressway,26464683,80457481
Lucknow - Kanpur Expressway,26464376,80459003
Lucknow - Kanpur Expressway,26464155,80460811
Lucknow - Kanpur Expressway,26464121,80462352
Lucknow - Kanpur Expressway,26464410,80464026
Lucknow - Kanpur Expressway,26465092,80466823
Lucknow - Kanpur Expressway,26467834,80476982
Lucknow - Kanpur Expressway,26470201,80485696
Lucknow - Kanpur Expressway,26470865,80488474
Lucknow - Kanpur Expressway,26471359,80490833
Lucknow - Kanpur Expressway,26471666,80492945
Lucknow - Kanpur Expressway,26471768,80494429
Lucknow - Kanpur Expressway,26471870,80498082
Lucknow - Kanpur Expressway,26471666,80500365
Lucknow - Kanpur Expressway,26471240,80503999
Lucknow - Kanpur Expressway,26470576,80506434
Lucknow - Kanpur Expressway,26469724,80508926
Lucknow - Kanpur Expressway,26468770,80511324
Lucknow - Kanpur Expressway,26467629,80513835
Lucknow - Kanpur Expressway,26465841,80516613
Lucknow - Kanpur Expressway,26465109,80518496
Lucknow - Kanpur Expressway,26464478,80520113
Lucknow - Kanpur Expressway,26464121,80522149
Lucknow - Kanpur Expressway,26464104,80524185
Lucknow - Kanpur Expressway,26463985,80531072
Lucknow - Kanpur Expressway,26463950,80538169
Lucknow - Kanpur Expressway,26463899,80543020
Lucknow - Kanpur Expressway,26463899,80544466
Lucknow - Kanpur Expressway,26463967,80545988
Lucknow - Kanpur Expressway,26464138,80547434
Lucknow - Kanpur Expressway,26464461,80548918
Lucknow - Kanpur Expressway,26465654,80551962
Lucknow - Kanpur Expressway,26466454,80553941
Lucknow - Kanpur Expressway,26466846,80555273
Lucknow - Kanpur Expressway,26467101,80557156
Lucknow - Kanpur Expressway,26467152,80559744
Lucknow - Kanpur Expressway,26467374,80562845
Lucknow - Kanpur Expressway,26467595,80564329
Lucknow - Kanpur Expressway,26468021,80565756
Lucknow - Kanpur Expressway,26468634,80567144
Lucknow - Kanpur Expressway,26469622,80568628
Lucknow - Kanpur Expressway,26472262,80572281
Lucknow - Kanpur Expressway,26474990,80576043
Lucknow - Kanpur Expressway,26479047,80581857
Lucknow - Kanpur Expressway,26479784,80583024
Lucknow - Kanpur Expressway,26480624,80584832
Lucknow - Kanpur Expressway,26480952,80586343
Lucknow - Kanpur Expressway,26481177,80587922
Lucknow - Kanpur Expressway,26481136,80590257
Lucknow - Kanpur Expressway,26480747,80596116
Lucknow - Kanpur Expressway,26480378,80602319
Lucknow - Kanpur Expressway,26480317,80603715
Lucknow - Kanpur Expressway,26480276,80605775
Lucknow - Kanpur Expressway,26480317,80607880
Lucknow - Kanpur Expressway,26480563,80609895
Lucknow - Kanpur Expressway,26480931,80611131
Lucknow - Kanpur Expressway,26481771,80613534
Lucknow - Kanpur Expressway,26483021,80616395
Lucknow - Kanpur Expressway,26485213,80621499
Lucknow - Kanpur Expressway,26488225,80628434
Lucknow - Kanpur Expressway,26490621,80634293
Lucknow - Kanpur Expressway,26491482,80636262
Lucknow - Kanpur Expressway,26491994,80638070
Lucknow - Kanpur Expressway,26492485,80639855
Lucknow - Kanpur Expressway,26493612,80644662
Lucknow - Kanpur Expressway,26494809,80650415
Lucknow - Kanpur Expressway,26495874,80654809
Lucknow - Kanpur Expressway,26496817,80657487
Lucknow - Kanpur Expressway,26497390,80658494
Lucknow - Kanpur Expressway,26497861,80659341
Lucknow - Kanpur Expressway,26502500,80665044
Lucknow - Kanpur Expressway,26504727,80668561
Lucknow - Kanpur Expressway,26505179,80669315
Lucknow - Kanpur Expressway,26508177,80674737
Lucknow - Kanpur Expressway,26521308,80701183
Eastern Dedicated Freight Corridor,26426030,80237103
Eastern Dedicated Freight Corridor,26427845,80235919
Hanuman Mandir,26439056,80294303
Ding-Dong Park,26438323,80293378
Ding-Dong Park,26438210,80293741
Ding-Dong Park,26437846,80293579
Ding-Dong Park,26438005,80293247
Ding-Dong Park,26438323,80293378
Eastern Dedicated Freight Corridor,26427815,80235847
Eastern Dedicated Freight Corridor,26427335,80236169
Eastern Dedicated Freight Corridor,26357942,80410425
Eastern Dedicated Freight Corridor,26335764,80443128
Eastern Dedicated Freight Corridor,26331792,80448877
Eastern Dedicated Freight Corridor,26331496,80449260
Eastern Dedicated Freight Corridor,26331143,80449673
Eastern Dedicated Freight Corridor,26330766,80450061
Eastern Dedicated Freight Corridor,26330367,80450420
Eastern Dedicated Freight Corridor,26329948,80450750
Eastern Dedicated Freight Corridor,26329528,80451039
Eastern Dedicated Freight Corridor,26329093,80451298
Eastern Dedicated Freight Corridor,26328644,80451526
Eastern Dedicated Freight Corridor,26327856,80451851
Eastern Dedicated Freight Corridor,26321049,80454370
Eastern Dedicated Freight Corridor,26320000,80454739
Eastern Dedicated Freight Corridor,26318822,80455167
Eastern Dedicated Freight Corridor,26310149,80458425
Eastern Dedicated Freight Corridor,26302179,80461436
Eastern Dedicated Freight Corridor,26299461,80462445
Eastern Dedicated Freight Corridor,26298713,80462750
Eastern Dedicated Freight Corridor,26297923,80463080
Eastern Dedicated Freight Corridor,26297241,80463307
Eastern Dedicated Freight Corridor,26294746,80464287
Eastern Dedicated Freight Corridor,26293273,80464881
Eastern Dedicated Freight Corridor,26277921,80470792
Eastern Dedicated Freight Corridor,26250733,80481046
Eastern Dedicated Freight Corridor,26244883,80483249
Eastern Dedicated Freight Corridor,26241248,80484689
Eastern Dedicated Freight Corridor,26236507,80486493
Eastern Dedicated Freight Corridor,26232523,80487950
Eastern Dedicated Freight Corridor,26227648,80489785
Eastern Dedicated Freight Corridor,26216032,80494190
Eastern Dedicated Freight Corridor,26212192,80495652
Eastern Dedicated Freight Corridor,26210680,80496313
Eastern Dedicated Freight Corridor,26209140,80497080
Eastern Dedicated Freight Corridor,26207557,80498003
Eastern Dedicated Freight Corridor,26204400,80500100
Eastern Dedicated Freight Corridor,26203882,80500444
Eastern Dedicated Freight Corridor,26202951,80501063
Eastern Dedicated Freight Corridor,26201917,80501861
Eastern Dedicated Freight Corridor,26200588,80502980
Eastern Dedicated Freight Corridor,26199229,80504315
Eastern Dedicated Freight Corridor,26197352,80506367
Eastern Dedicated Freight Corridor,26195624,80508368
Eastern Dedicated Freight Corridor,26195065,80509059
Eastern Dedicated Freight Corridor,26192343,80512787
Eastern Dedicated Freight Corridor,26191399,80514132
Eastern Dedicated Freight Corridor,26187964,80518931
Agra - Lucknow Expressway,26899185,79993480
Agra - Lucknow Expressway,26898994,79989805
Agra - Lucknow Expressway,26898611,79985963
Agra - Lucknow Expressway,26903897,80499268
Agra - Lucknow Expressway,26903703,80501243
Agra - Lucknow Expressway,26903976,80498635
Agra - Lucknow Expressway,26903897,80499268
Agra - Lucknow Expressway,26898611,79985963
Agra - Lucknow Expressway,26898542,79985393
Agra - Lucknow Expressway,26898732,79985873
Agra - Lucknow Expressway,26899127,79989766
Agra - Lucknow Expressway,26899330,79993440
Agra - Lucknow Expressway,26903716,80499220
Agra - Lucknow Expressway,26903811,80498547
Agra - Lucknow Expressway,26903554,80501195
Agra - Lucknow Expressway,26903716,80499220
Agra - Lucknow Expressway,26897190,79977029
Agra - Lucknow Expressway,26898259,79982658
Agra - Lucknow Expressway,26898664,79985347
Agra - Lucknow Expressway,26898664,79985347
Agra - Lucknow Expressway,26898732,79985873
Agra - Lucknow Expressway,26897123,79976642
Agra - Lucknow Expressway,26897190,79977029
Agra - Lucknow Expressway,26897019,79976039
Agra - Lucknow Expressway,26897123,79976642
Agra - Lucknow Expressway,26896941,79975661
Agra - Lucknow Expressway,26897019,79976039
Agra - Lucknow Expressway,26896863,79976078
Agra - Lucknow Expressway,26896795,79975683
Agra - Lucknow Expressway,26896968,79976680
Agra - Lucknow Expressway,26896863,79976078
Agra - Lucknow Expressway,26897037,79977079
Agra - Lucknow Expressway,26896968,79976680
Agra - Lucknow Expressway,26898542,79985393
Agra - Lucknow Expressway,26898102,79982687
Agra - Lucknow Expressway,26897234,79977941
Agra - Lucknow Expressway,26897037,79977079
Agra - Lucknow Expressway,26903451,80407492
Agra - Lucknow Expressway,26903443,80406148
Agra - Lucknow Expressway,26903598,80406046
Agra - Lucknow Expressway,26903607,80407430
Agra - Lucknow Expressway,26903443,80406148
Agra - Lucknow Expressway,26903466,80404876
Agra - Lucknow Expressway,26903597,80400279
Agra - Lucknow Expressway,26904305,80393759
Agra - Lucknow Expressway,26905485,80381705
Agra - Lucknow Expressway,26906086,80376749
Agra - Lucknow Expressway,26906547,80371360
Agra - Lucknow Expressway,26906606,80366533
Agra - Lucknow Expressway,26906837,80363027
Agra - Lucknow Expressway,26907116,80359534
Agra - Lucknow Expressway,26907190,80356227
Agra - Lucknow Expressway,26907125,80353094
Agra - Lucknow Expressway,26906907,80350143
Agra - Lucknow Expressway,26906833,80347136
Agra - Lucknow Expressway,26906856,80345758
Agra - Lucknow Expressway,26906874,80344669
Agra - Lucknow Expressway,26907018,80342575
Agra - Lucknow Expressway,26907091,80341508
Agra - Lucknow Expressway,26907720,80336905
Agra - Lucknow Expressway,26908356,80332537
Agra - Lucknow Expressway,26909410,80325778
Agra - Lucknow Expressway,26909594,80325673
Agra - Lucknow Expressway,26908522,80332562
Agra - Lucknow Expressway,26907843,80336930
Agra - Lucknow Expressway,26907586,80338915
Agra - Lucknow Expressway,26907248,80341523
Agra - Lucknow Expressway,26907037,80344569
Agra - Lucknow Expressway,26906976,80347068
Agra - Lucknow Expressway,26907026,80350077
Agra - Lucknow Expressway,26907239,80353082
Agra - Lucknow Expressway,26907333,80356182
Agra - Lucknow Expressway,26907273,80359506
Agra - Lucknow Expressway,26907008,80363074
Agra - Lucknow Expressway,26906778,80366563
Agra - Lucknow Expressway,26906704,80371331
Agra - Lucknow Expressway,26906243,80376721
Agra - Lucknow Expressway,26905642,80381677
Agra - Lucknow Expressway,26904462,80393731
Agra - Lucknow Expressway,26903754,80400251
Agra - Lucknow Expressway,26903638,80404875
Agra - Lucknow Expressway,26903598,80406046
Agra - Lucknow Expressway,26903703,80501243
Agra - Lucknow Expressway,26903607,80502471
Agra - Lucknow Expressway,26903453,80502466
Agra - Lucknow Expressway,26903554,80501195
Agra - Lucknow Expressway,26905721,80423660
Agra - Lucknow Expressway,26904386,80417400
Agra - Lucknow Expressway,26903941,80414452
Agra - Lucknow Expressway,26903744,80412841
Agra - Lucknow Expressway,26903909,80412790
Agra - Lucknow Expressway,26904074,80414359
Agra - Lucknow Expressway,26904538,80417361
Agra - Lucknow Expressway,26905879,80423640
NRI Play Area,26513054,80287374
NRI Play Area,26512609,80286872
NRI Play Area,26512308,80287342
NRI Play Area,26512575,80287440
NRI Play Area,26512964,80287480
NRI Arena Park,26513266,80287887
NRI Arena Park,26513049,80288140
NRI Arena Park,26513072,80287804
NRI Temple,26512995,80287338
Kanpur Bypass Flyover,26380571,80416715
Kanpur Bypass Flyover,26381329,80416040
Kanpur Bypass Flyover,26381375,80416117
Kanpur Bypass Flyover,26381087,80416382
Kanpur Bypass Flyover,26380616,80416809
Kanpur-Lucknow Road,26432643,80406615
Kanpur-Lucknow Road,26433191,80407136
Kanpur-Lucknow Road,26433508,80407374
Kanpur-Lucknow Road,26433902,80407605
Kanpur-Lucknow Road,26434246,80407880
Kanpur-Lucknow Road,26434089,80408146
Kanpur-Lucknow Road,26433655,80407735
Kanpur-Lucknow Road,26433122,80407250
Kanpur-Lucknow Road,26432897,80407041
Ramdevi Flyover Ramp,26408374,80383113
Ramdevi Flyover Ramp,26408693,80383305
Kalpi Road,26458993,80220247
Kalpi Road,26458692,80219860
Kalpi Road,26458335,80219511
Kalpi Road,26458032,80219348
Kalpi Road,26458009,80219186
Kalpi Road,26458310,80219351
Kalpi Road,26458559,80219578
Kalpi Road,26458993,80220247
Kanpur Bypass Flyover,26458162,80219559
Kanpur Bypass Flyover,26458092,80219067
Kanpur Bypass,26457443,80226391
Kanpur Bypass,26457721,80225502
Kanpur Bypass,26457955,80224604
Kanpur Bypass,26458092,80223833
Kanpur Bypass,26458212,80222948
Kanpur Bypass,26458274,80222093
Kanpur Bypass,26458287,80221384
Kanpur Bypass,26458272,80220606
Kanpur Bypass,26458209,80219929
Kanpur Bypass,26458162,80219559
Kanpur Bypass,26451076,80242561
Kanpur Bypass,26451253,80242094
Kanpur Bypass,26451150,80242596
Kanpur Bypass,26450723,80243726
Kanpur Bypass,26448974,80248179
Kanpur Bypass,26447262,80252528
Kanpur Bypass,26445165,80257840
Kanpur Bypass,26451385,80241974
Kanpur Bypass,26451150,80242596
Kanpur Bypass,26444904,80258500
Kanpur Bypass,26444704,80259008
Kanpur Bypass,26442866,80263718
Kanpur Bypass,26442457,80264858
Kanpur Bypass,26442226,80265475
Kanpur Bypass,26442102,80265780
Kanpur Bypass,26441922,80266126
Kanpur Bypass,26441670,80266549
Kanpur Bypass,26441592,80266500
Kanpur Bypass,26441881,80266038
Kanpur Bypass,26442036,80265727
Kanpur Bypass,26442166,80265432
Kanpur Bypass,26442380,80264814
Kanpur Bypass,26442781,80263695
Kanpur Bypass,26444652,80258951
Kanpur Bypass,26444841,80258469
Kanpur Bypass,26444841,80258469
Kanpur Bypass,26445103,80257802
Kanpur Bypass,26445165,80257840
Kanpur Bypass,26444904,80258500
Kanpur Bypass Flyover,26457853,80216885
Kanpur Bypass Flyover,26458116,80218546
Kanpur Bypass Flyover,26458179,80219055
Kanpur Bypass Flyover,26458179,80219055
Kanpur Bypass Flyover,26458252,80219543
Kanpur Bypass Flyover,26458092,80219067
Kanpur Bypass Flyover,26457763,80216865
Ramdevi Flyover Ramp,26413390,80388984
Ramdevi Flyover Ramp,26412986,80388550
Ramdevi Flyover Ramp,26413659,80388891
Ramdevi Flyover Ramp,26414204,80389487
Ramdevi Flyover Ramp,26414617,80390024
Ramdevi Flyover Ramp,26414630,80390168
Ramdevi Flyover Ramp,26414321,80389939
Ramdevi Flyover Ramp,26414038,80389682
Ramdevi Flyover Ramp,26413390,80388984
Ramdevi Flyover Ramp,26413053,80388173
Ramdevi Flyover Ramp,26413659,80388891
Mother Teresa Ave,26421888,80324867
Mother Teresa Ave,26422343,80323848
Mother Teresa Ave,26423110,80322052
Mother Teresa Ave,26423390,80321362
Mother Teresa Ave,26423897,80319702
Mother Teresa Ave,26424128,80318895
Kanpur-Lucknow Road,26564984,80537883
Kanpur-Lucknow Road,26565458,80538956
Kanpur-Lucknow Road,26567815,80543835
Kanpur-Lucknow Road,26567738,80543879
Kanpur-Lucknow Road,26565343,80538944
Kanpur-Lucknow Road,26564939,80538059
Kanpur-Lucknow Road,26555896,80509574
Kanpur-Lucknow Road,26555277,80507998
Kanpur-Lucknow Road,26555058,80507560
Kanpur-Lucknow Road,26554830,80507183
Kanpur-Lucknow Road,26554556,80506803
Kanpur-Lucknow Road,26554331,80506542
Kanpur-Lucknow Road,26554385,80506449
Kanpur-Lucknow Road,26554619,80506727
Kanpur-Lucknow Road,26554905,80507126
Kanpur-Lucknow Road,26555131,80507492
Kanpur-Lucknow Road,26555347,80507940
Kanpur-Lucknow Road,26555991,80509567
Kanpur-Lucknow Road,26556141,80509943
Kanpur-Lucknow Road,26558288,80515303
Kanpur-Lucknow Road,26558556,80515907
Kanpur-Lucknow Road,26559147,80517039
Kanpur-Lucknow Road,26559842,80518369
Kanpur-Lucknow Road,26560672,80519995
Kanpur-Lucknow Road,26561386,80521393
Kanpur-Lucknow Road,26561598,80521937
Kanpur-Lucknow Road,26561728,80522440
Kanpur-Lucknow Road,26561808,80522897
Kanpur-Lucknow Road,26561939,80524136
Kanpur-Lucknow Road,26561979,80524558
Kanpur-Lucknow Road,26562238,80527603
Kanpur-Lucknow Road,26562330,80528626
Kanpur-Lucknow Road,26562467,80530160
Kanpur-Lucknow Road,26562546,80531038
Kanpur-Lucknow Road,26562631,80532026
Kanpur-Lucknow Road,26562732,80532727
Kanpur-Lucknow Road,26562920,80533415
Kanpur-Lucknow Road,26563191,80534188
Kanpur-Lucknow Road,26563565,80534961
Kanpur-Lucknow Road,26563956,80535779
Kanpur-Lucknow Road,26564984,80537883
Kanpur-Lucknow Road,26545195,80503179
Kanpur-Lucknow Road,26547261,80503663
Kanpur-Lucknow Road,26549718,80504258
Kanpur-Lucknow Road,26545353,80503317
Kanpur-Lucknow Road,26544937,80503227
Kanpur-Lucknow Road,26542166,80502559
Kanpur-Lucknow Road,26541185,80502312
Kanpur-Lucknow Road,26540666,80502124
Kanpur-Lucknow Road,26538100,80500827
Kanpur-Lucknow Road,26535865,80499668
Kanpur-Lucknow Road,26535469,80499462
Kanpur-Lucknow Road,26532620,80498021
Kanpur-Lucknow Road,26529736,80496576
Kanpur-Lucknow Road,26527095,80495222
Kanpur-Lucknow Road,26523115,80493243
Kanpur-Lucknow Road,26521676,80492511
